smiles,c_t,c_t_cea,isp,isp_cea,cstar,cstar_cea,Al,EMs,HTPB,NH4CLO4
O=[N+]([O-])/N=c1/[nH]nc(-c2nnn[nH]2)[nH]1,3330.2483,3345.4,264.2605,264.4036697247706,1583.2843,1582.8,18.1719639,10.00064038,12.0000115,59.82738422
O=[N+]([O-])/N=c1\[nH]nc(-c2nnn[nH]2)[nH]1,3330.1604,3358,264.25992,265.07645259938835,1583.2917,1586.8,18.16823585,10.00289313,12.00055384,59.82831718
NNc1cc(NN)c([N+](=O)[O-])cc1[N+](=O)[O-],3260.5112,3268.9,264.25696,264.5361875637105,1584.6226,1585.1,17.89393194,10.00040469,12.00025661,60.10540676
N/N=C(\N)c1nonc1N,3209.4775,3222,264.25146,264.4240570846075,1583.253,1585.9,17.4732104,10.00103218,12.00031024,60.52544718
O=[N+]([O-])c1n[nH]c(N=NNc2ncn[nH]2)n1,3319.5188,3332.6,264.24908,265.1478083588175,1584.3489,1588,17.83519094,10.00385323,12.00020057,60.16075525
N(=N/c1nnc2nnc(Nc3nnn[nH]3)nn12)\c1nnc2nnc(Nc3nnn[nH]3)nn12,3276.989,3301.6,264.2402,264.37308868501526,1581.4824,1585.3,16.94594998,10.00008903,12.0003144,61.05364659
Nc1nnnn1CCn1nnc([N+](=O)[O-])n1,3282.95,3296.2,264.23907,264.6177370030581,1581.7267,1585.2,17.86216669,10.00000296,12.00021518,60.13761517
Nc1c([N+](=O)[O-])nn(Cn2nc([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],3363.24,3381.3,264.23666,264.5361875637105,1580.8307,1582,18.93177891,10.00039921,12.00015775,59.06766412
Nc1nc(-c2n[nH]nc2[N+](=O)[O-])n[nH]1,3288.4714,3306.2,264.23663,264.47502548419976,1582.5397,1584.5,17.70464778,10.00028363,12.00016066,60.29490792
Nc1nc([N+](=O)[O-])nn1-c1n[n+]([O-])c(N)[n+]([O-])n1,3358.467,3374.6,264.23605,264.7094801223242,1582.9365,1583.7,18.63268296,10.00014259,12.00048174,59.36669271
CC1(O[N+](=O)[O-])COC1,3258.6812,3258.6,264.236,264.75025484199796,1581.0526,1584.7,18.79648165,10.00234363,12.00007523,59.20109949
O=[N+]([O-])c1nc2n(c1[N+](=O)[O-])CCn1c([N+](=O)[O-])cnc1-2,3311.7422,3332.3,264.23468,264.48521916411823,1581.2275,1583.1,18.1412423,10.00028104,12.00009926,59.8583774
O=[N+]([O-])c1cc(-c2nnc(-c3[nH]nc([N+](=O)[O-])c3[N+](=O)[O-])o2)[nH]n1,3356.691,3377.2,264.22873,264.47502548419976,1583.4918,1582.8,18.28074295,10.00132819,12.00020152,59.71772734
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3348.1882,3368,264.22864,264.7196738022426,1581.1941,1582.2,19.236604,10.00124223,12.0000111,58.76214267
[N-]=[N+]=Nc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1N,3366.4717,3385.2,264.2268,264.86238532110093,1583.6993,1585.2,18.2081369,10.00129305,12.00010889,59.79046117
O=[N+]([O-])c1cn([N+](=O)[O-])nc1-c1nnc(/N=N/c2nnc(-c3nn([N+](=O)[O-])cc3[N+](=O)[O-])o2)o1,3390.7449,3405.2,264.22662,264.36289500509685,1581.6724,1581.3,18.60847278,10.00045063,12.00013986,59.39093672
Nc1nonc1-c1nn2c(N)nnc2n1N,3235.2622,3250.8,264.22418,264.4546381243629,1585.9586,1586.6,17.01453753,10.00092573,12.00072872,60.98380802
NC(N)=N[N+](=O)[O-],3323.8823,3343.7,264.22247,264.5158002038736,1576.3597,1580.3,19.86426031,10.00024938,12.00033345,58.13515687
Nn1nnc(-n2cnnn2)n1,3283.4617,3298.9,264.22205,264.6483180428134,1582.1871,1586.1,17.45529093,10.00093571,12.00062356,60.5431498
O=[N+]([O-])c1cc(-c2c([N+](=O)[O-])n[nH]c2[N+](=O)[O-])cc([N+](=O)[O-])c1[N+](=O)[O-],3392.077,3406.2,264.21994,264.4036697247706,1581.4048,1580.7,19.03148807,10.00354958,12.00087494,58.96408741
O=[N+]([O-])C(COc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],3445.0168,3492.2,264.21912,264.5158002038736,1578.6985,1581,19.99868373,10.00066765,12.00059508,58.00005354
Nc1nonc1Cc1nc(N[N+](=O)[O-])n[nH]1,3281.4392,3296.1,264.21576,264.6075433231397,1583.1952,1585.3,17.82561468,10.00008417,12.00009895,60.17420221
CN(CC(=O)NN)[N+](=O)[O-],3245.547,3249.6,264.21088,264.4546381243629,1579.8718,1583.2,18.75575302,10.00115393,12.00027399,59.24281905
c1nnc(N(c2nncnn2)c2nncnn2)nn1,3254.9329,3273.3,264.20618,264.4138634046891,1586.6246,1587.4,16.40042012,10.00003898,12.00004529,61.59949561
Cn1nc([N+](=O)[O-])c(N)c1[N+](=O)[O-],3319.3284,3335.8,264.20502,264.57696228338426,1582.2191,1583.2,18.64735258,10.03010999,12.00105841,59.32147902
N#Cc1nonc1/N=N\c1nonc1C#N,3299.988,3324.4,264.20123,264.2099898063201,1582.1106,1583.1,17.10689995,10.00039795,12.00002581,60.8926763
Nc1c([N+](=O)[O-])c(/N=N/c2nn3nnnc3c(N)c2[N+](=O)[O-])nn2nnnc12,3312.8333,3337.4,264.2007,264.49541284403665,1582.3492,1584.2,17.68890512,10.00273261,12.00034274,60.30801953
CN(CC#N)[N+](=O)[O-],3247.112,3243.5,264.19995,264.48521916411823,1584.3798,1585.3,17.88628452,10.00000526,12.00015662,60.11355361
CN(C)/C=N/c1no[n+]([O-])c1-c1c[n+]([O-])on1,3236.5833,3262.9,264.1974,264.9235474006116,1583.3612,1587.3,17.72114453,10.00005877,12.00079561,60.27800109
[N-]=[N+]=Nc1c([N+](=O)[O-])c(N=[N+]=[N-])c([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-],3396.071,3423,264.19232,264.57696228338426,1582.1354,1582.1,18.76008788,10.00645869,12.00016429,59.23328914
Nn1nc(-c2nnn[nH]2)c(-c2nnn[nH]2)n1,3259.9712,3277.3,264.18753,264.5056065239552,1584.6207,1586.4,16.99815201,10.00041828,12.00083998,61.00058973
O=[N+]([O-])C(=C1NCN(CN2CNC(=C([N+](=O)[O-])[N+](=O)[O-])NC2)CN1)[N+](=O)[O-],3298.0437,3301,264.18677,264.9031600407747,1586.3983,1585.6,18.52333294,10.00115447,12.0002788,59.47523379
O=[N+]([O-])c1n[nH]c(-c2nnc(-c3nnc(-c4[nH]nc([N+](=O)[O-])c4[N+](=O)[O-])o3)o2)c1[N+](=O)[O-],3389.5552,3403.9,264.1852,264.322120285423,1582.0583,1581.4,18.50736456,10.00003364,12.00009056,59.49251124
[N-]=[N+]=NC(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3441.2102,3465.4,264.1834,264.6075433231397,1581.2269,1581.2,19.99933062,10.00361332,12.00399809,57.99305797
O=[N+]([O-])c1cnn(CN(Cn2cc([N+](=O)[O-])cn2)[N+](=O)[O-])c1,3305.5676,3311,264.18262,264.66870540265035,1584.4252,1584.9,18.07365224,10.00013879,12.00013069,59.92607828
O=[N+]([O-])/N=c1/[nH]nc(CO)o1,3347.2212,3370.6,264.18073,264.47502548419976,1580.0006,1581.3,19.25368376,10.00025374,12.00005711,58.74600538
O=[N+]([O-])/N=c1\[nH]nnn1CCn1cc([N+](=O)[O-])cn1,3294.2507,3304.2,264.17953,264.6075433231397,1582.4872,1585,17.95250444,10.00444002,12.00062799,60.04242755
O=[N+]([O-])c1nc2onc(-c3nonc3/N=N\c3nonc3-c3noc4nc([N+](=O)[O-])nn34)n2n1,3398.9102,3411.3,264.1795,265.07645259938835,1582.0663,1586.5,18.09830118,10.00112998,12.00019619,59.90037265
On1nnnc1-c1nnnn1-c1nc[nH]n1,3293.763,3311.2,264.1784,264.4444444444444,1580.3326,1584.8,17.39854403,10.00207173,12.00057839,60.59880585
O=C(Nc1nonc1NC(=O)N[N+](=O)[O-])N[N+](=O)[O-],3393.0771,3430.5,264.17792,264.5463812436289,1580.085,1581.4,19.52768746,10.00247542,12.00433118,58.46550594
Nc1nonc1-c1noc2nc([N+](=O)[O-])nn12,3352.0413,3372.5,264.17227,264.4546381243629,1583.173,1582.9,18.17318944,10.00073483,12.00007993,59.82599581
Nc1nc(Cn2nnc([N+](=O)[O-])n2)no1,3316.218,3321,264.16193,263.6697247706422,1580.8438,1578,18.31162131,10.00320358,12.00004658,59.68512853
CC(=O)N1/C(=N\[N+](=O)[O-])NC2C1N/C(=N/[N+](=O)[O-])N2C(C)=O,3278.4617,3289.7,264.15747,264.5463812436289,1582.9845,1584.4,18.10706984,10.00082445,12.00010582,59.89199989
CC(=O)N1/C(=N/[N+](=O)[O-])NC2C1N/C(=N\[N+](=O)[O-])N2C(C)=O,3278.3164,3289.6,264.15564,264.5361875637105,1583.037,1584.4,18.08649527,10.00116878,12.00166236,59.9106736
O=C(NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3454.8088,3502.9,264.1548,264.39347604485215,1577.9813,1580.7,19.99832769,10.00034979,12.00164962,57.99967289
O=[N+]([O-])c1n[nH]c(-c2n[nH]cc2[N+](=O)[O-])n1,3325.5452,3352.9,264.1527,264.322120285423,1580.044,1582.2,18.1762161,10.00036797,12.00003901,59.82337692
Nc1nnnn1NC(=O)Nn1nnnc1N,3279.2117,3292.3,264.15173,264.4138634046891,1581.7087,1583.9,17.90523585,10.00231525,12.00026925,60.09217965
O=[N+]([O-])n1ccc(-c2ccn([N+](=O)[O-])n2)n1,3311.1687,3319.3,264.15033,264.49541284403665,1581.59,1583.6,17.96716786,10.00087119,12.00022876,60.03173219
[N-]=[N+]=Nc1nnnn1N=C1CCC(=Nn2nnnc2N=[N+]=[N-])CC1,3215.5999,3227.9,264.15002,264.2201834862385,1583.4222,1587.3,16.34969216,10.00080282,12.00004412,61.6494609
Nc1c([N+](=O)[O-])nn(Cc2nnn[nH]2)c1[N+](=O)[O-],3329.032,3336.4,264.14938,264.4138634046891,1584.1666,1582.2,18.4202247,10.00007691,12.00007879,59.57961959
Nc1nnc2nnc(/N=N/c3nnc4nnc(N)n4n3)nn12,3265.3552,3285.9,264.1493,264.55657492354743,1584.5201,1587.5,16.69967265,10.0002242,12.00001628,61.30008688
N=C(N)Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3325.568,3347.8,264.14716,264.59734964322115,1581.4728,1583.2,18.65408109,10.00361853,12.00008832,59.34221206
Nc1nonc1/N=N\c1nonc1N,3274.9673,3308.4,264.14703,264.58715596330273,1582.1879,1585.2,17.70405692,10.00089736,12.00024818,60.29479754
CN(CC(=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3379.6394,3416.8,264.1417,264.38328236493373,1577.7775,1579.7,19.98903056,10.03908065,12.00057895,57.97130984
On1nnnc1-c1ncon1,3330.996,3344.9,264.14102,264.36289500509685,1582.3298,1582.7,18.03298693,10.00128575,12.0000337,59.96569363
NC1C([N+](=O)[O-])C(=O)C(=O)C1[N+](=O)[O-],3349.9365,3364.8,264.14032,264.49541284403665,1580.3309,1581,19.30579863,10.00161085,12.00015473,58.6924358
Nc1n[nH]/c(=N/[N+](=O)[O-])o1,3364.2646,3383.5,264.1403,264.230377166157,1580.2814,1579.7,19.28106372,10.00346547,12.00019498,58.71527582
O=[N+]([O-])c1cc([N+](=O)[O-])n(-c2nc[nH]n2)n1,3334.607,3358,264.1391,264.59734964322115,1582.4266,1583.9,18.17741737,10.00178815,12.0000854,59.82070907
Nc1c([N+](=O)[O-])cc(-n2cc([N+](=O)[O-])c([N+](=O)[O-])n2)cc1[N+](=O)[O-],3339.9563,3360.8,264.1364,264.59734964322115,1582.7925,1583.7,18.30329773,10.00070839,12.00003124,59.69596264
O=[N+]([O-])OCc1nc(-c2noc(CO[N+](=O)[O-])n2)no1,3387.3157,3407.2,264.135,264.29153924566765,1580.7472,1579.8,19.35242425,10.00028274,12.00009044,58.64720257
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N2c3nonc3-c3nonc3-c3nonc32)c1[N+](=O)[O-],3342.8748,3367.4,264.1341,264.57696228338426,1583.7567,1584,17.94075799,10.00520923,12.00024979,60.053783
Nc1nnc(-c2nonc2[N+](=O)[O-])o1,3356.9631,3381.9,264.13138,264.1488277268094,1581.068,1580.4,18.55328585,10.00369763,12.00134215,59.44167436
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1CC2,3347.0715,3374.2,264.1295,264.47502548419976,1581.0311,1581.7,18.76267604,10.00583856,12.00154689,59.22993851
O=[N+]([O-])c1n[nH]c(-c2nn[nH]n2)n1,3328.1074,3349.2,264.1256,263.98572884811415,1580.936,1580.3,18.10471697,10.00023272,12.00003929,59.89501102
N#[N+]c1c([N+](=O)[O-])nn(CC2(CO[N+](=O)[O-])COC2)c1[O-],3304.3518,3320.2,264.12436,264.56676860346585,1581.659,1583.7,18.35854735,10.00018371,12.00140365,59.63986529
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N2c3nonc3-c3no[n+]([O-])c3-c3nonc32)c1[N+](=O)[O-],3359.8533,3375.8,264.12045,264.638124362895,1584.2872,1584,18.16784369,10.00243572,12.00014339,59.82957721
[N-]=[N+]=Nc1no[n+]([O-])c1-c1nc[nH]n1,3321.16,3338.1,264.11963,264.5361875637105,1582.5602,1584.4,17.68186988,10.00941033,12.00014023,60.30857956
NN=C(C(=NN)c1nnn[nH]1)c1nnn[nH]1,3241.719,3250.8,264.11768,264.4546381243629,1584.9003,1586.6,17.02234563,10.00636795,12.0003494,60.97093702
CC1[C@](C)(OO)OO[C@@]1(C)OO,2571.5632,2539.8,264.1156,263.1294597349643,1559.0437,1547.2,18.06179258,39.99763737,12.00073195,29.93983809
Nc1c([N+](=O)[O-])c(NO)nn2cnnc12,3285.0571,3300.3,264.11295,264.5158002038736,1584.744,1584.8,17.75045805,10.00124608,12.00021855,60.24807732
C=NN/C(N)=N\[N+](=O)[O-],3286.5344,3296.1,264.1062,264.37308868501526,1577.6307,1581.9,18.79008807,10.00322262,12.00144118,59.20524813
O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]cc2[N+](=O)[O-])[nH]1,3326.309,3345.7,264.10123,264.434250764526,1581.5077,1582.9,18.23152706,10.00029841,12.00001733,59.7681572
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]cc2[N+](=O)[O-])[nH]1,3326.1218,3345.6,264.09894,264.434250764526,1581.5708,1583,18.20804984,10.00443281,12.0013001,59.78621725
O=[N+]([O-])c1cn([N+](=O)[O-])nc1-c1nc(N=Nc2n[nH]c(-c3nn([N+](=O)[O-])cc3[N+](=O)[O-])n2)n[nH]1,3347.0027,3370.1,264.0903,264.322120285423,1582.4862,1582.1,18.17658434,10.00093064,12.00019043,59.82229458
[N-]=[N+]=NCc1nc(-c2nonc2N)no1,3266.2263,3289.1,264.089,264.4444444444444,1584.1714,1584.9,17.39566688,10.00233033,12.00096885,60.60103394
Nc1nc2nnc3nc([N+](=O)[O-])nn3n2n1,3321.2449,3348.6,264.0867,264.525993883792,1581.7223,1584.2,17.76994358,10.00134655,12.00022399,60.22848588
O=[N+]([O-])c1n[nH]nc1-c1nc(/N=N\c2n[nH]c(-c3n[nH]nc3[N+](=O)[O-])n2)n[nH]1,3316.4236,3335.4,264.08655,264.39347604485215,1581.211,1583.5,17.69245633,10.0019338,12.0000317,60.30557817
Nc1nc(Nc2nnn[nH]2)c([N+](=O)[O-])cc1[N+](=O)[O-],3301.8523,3320.1,264.07922,264.26095820591235,1581.6381,1582.6,17.92695271,10.00066572,12.00025239,60.07212919
O=[N+]([O-])N(c1nc(Nc2nnn[nH]2)nc(N(c2nnn[nH]2)[N+](=O)[O-])n1)c1nnn[nH]1,3338.0828,3361.9,264.07745,264.2201834862385,1579.5226,1581.6,18.15506949,10.00037168,12.00055,59.84400882
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])-c1c([N+](=O)[O-])c([N+](=O)[O-])nn1CCC2,3329.545,3349.3,264.07642,264.3323139653415,1581.8275,1582.1,18.32337704,10.00694834,12.00004929,59.66962532
O=[N+]([O-])c1nc2n(n1)CCn1nc([N+](=O)[O-])c([N+](=O)[O-])c1-2,3326.938,3355.9,264.07336,264.27115188583076,1580.6744,1581.2,18.40070746,10.00073942,12.00019438,59.59835875
Nc1nonc1-c1nnc(C[N+](=O)[O-])o1,3318.6208,3335.4,264.06824,264.4036697247706,1583.1669,1582.9,18.18285961,10.00103276,12.00006686,59.81604076
NNC(=O)Nn1nnnc1N,3255.655,3267.8,264.0654,264.3527013251784,1580.5013,1583.4,18.17265203,10.00016805,12.0004597,59.82672022
CCOC(=O)CNCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3316.9783,3339,264.0579,264.66870540265035,1578.2231,1581.8,19.58945679,10.00123508,12.00032702,58.40898111
Nc1nnnn1CCn1cc([N+](=O)[O-])c([N+](=O)[O-])n1,3281.8308,3297.2,264.05426,264.230377166157,1581.6057,1582.7,17.95216643,10.00018653,12.00007354,60.04757351
O=C(OCC(COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3444.669,3492.1,264.03265,264.4546381243629,1577.5697,1580.9,19.9985139,10.00554836,12.00321304,57.9927247
Cn1nc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(N[N+](=O)[O-])c([N+](=O)[O-])c2)c1[N+](=O)[O-],3357.3508,3370.4,264.02948,264.4546381243629,1580.4427,1581.4,18.83677315,10.0001175,12.00008535,59.163024
O=[N+]([O-])c1nn2c(c1[N+](=O)[O-])Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1CCC2,3318.762,3344.3,264.0241,264.39347604485215,1581.3568,1582.3,18.41312334,10.00153426,12.00028628,59.58505612
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c(N)[n+]1[O-],3367.7483,3376.3,264.02408,264.0774719673802,1580.3689,1579.3,19.02675155,10.00163355,12.00128684,58.97032805
N#Cc1n[n+]([O-])c(N)[n+]([O-])n1,3330.2556,3347.5,264.02377,264.5158002038736,1583.54,1583.6,18.03128131,10.00314796,12.00097225,59.96459848
Nc1nc(-n2nc([N+](=O)[O-])cc2[N+](=O)[O-])c[nH]1,3290.7554,3309.6,264.02216,264.322120285423,1582.7523,1583.2,17.85802477,10.0243716,12.00189147,60.11571215
O=[N+]([O-])c1n[nH]cc1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3357.7463,3378.7,264.02032,264.17940876656473,1580.1646,1580.2,18.66981453,10.0005279,12.00003087,59.3296267
NC(=O)c1c(/N=N/c2no[n+]([O-])c2C(N)=O)no[n+]1[O-],3353.8777,3372.1,264.01575,264.3119266055046,1582.3336,1581.4,18.5757767,10.00180338,12.00044302,59.4219769
CC(=O)CN1/C(=N/[N+](=O)[O-])NC2C1N/C(=N\[N+](=O)[O-])N2CC(C)=O,3232.4026,3234.2,264.01434,264.4036697247706,1582.5929,1584.4,17.81861406,10.00033152,12.00095017,60.18010426
O=[N+]([O-])c1ncn(CCCn2cc([N+](=O)[O-])c([N+](=O)[O-])n2)n1,3300.2302,3305.8,264.0091,264.38328236493373,1582.3251,1583.3,18.06223942,10.00096296,12.00007629,59.93672133
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2nnc(N/N=C/c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nn2)c([N+](=O)[O-])c1,3333.327,3344.6,264.00787,264.58715596330273,1581.8309,1583.6,18.15727679,10.00002232,12.00009948,59.84260141
O=[N+]([O-])OCc1onc(-c2ccc(-c3noc(CO[N+](=O)[O-])c3CO[N+](=O)[O-])cc2)c1CO[N+](=O)[O-],3314.3928,3320,263.99402,264.15902140672785,1581.4668,1581.4,18.25746161,10.00066761,12.00022691,59.74164388
NC(N)=C(c1nnnn1N)[N+](=O)[O-],3279.571,3288.1,263.99387,264.29153924566765,1581.1605,1582.8,18.1814874,10.01359357,12.00448011,59.80043892
O=[N+]([O-])c1nc2n(n1)COCn1nc([N+](=O)[O-])c([N+](=O)[O-])c1-2,3339.7961,3373.5,263.9922,264.1997961264016,1580.422,1580.2,18.73027564,10.00017797,12.00000765,59.26953874
O=[N+]([O-])/N=c1\[nH]nc(N[N+](=O)[O-])c2nc[nH]c12,3328.669,3341,263.99124,264.230377166157,1579.9689,1581,18.42160375,10.00004898,12.00014311,59.57820416
Nc1nnc(-c2n[nH]c(-c3nnc(N)n3N)c2[N+](=O)[O-])n1N,3235.1882,3246,263.97168,264.1488277268094,1583.1616,1584.5,17.17872915,10.0002465,12.00012429,60.82090007
Nc1nnc(-c2n[nH]c(=O)[nH]2)n1N[N+](=O)[O-],3312.4272,3332.3,263.97137,264.68909276248723,1581.3716,1584.5,18.27837902,10.00125791,12.00000255,59.72036051
Nn1c2n[n+]([O-])nc-2nc2nonc21,3325.4734,3334.6,263.97107,264.3425076452599,1582.0519,1583.2,17.69027776,10.00004609,12.00007936,60.3095968
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/N=C(/N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n2ncc3c([N+](=O)[O-])cc([N+](=O)[O-])cc32)c([N+](=O)[O-])c1,3319.5242,3336.4,263.9628,264.525993883792,1581.7052,1584,17.88135326,10.0003544,12.00002058,60.11827177
O=[N+]([O-])c1nnn2c1-c1c([N+](=O)[O-])nnn1CC2,3301.269,3323.8,263.96182,264.0978593272171,1580.1328,1581.6,17.88471232,10.00312008,12.00035794,60.11180965
Cc1c(/C=N/n2nnnc2N)no[n+]1[O-],3252.868,3259.3,263.95932,264.27115188583076,1584.039,1584.7,17.35049949,10.00015782,12.00000633,60.64933636
C1Cn2nnnc2-c2nnnn21,3220.7434,3228.4,263.95514,264.2507645259939,1590.0963,1587.4,16.34962567,10.0007359,12.00025647,61.64938196
O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3402.2786,3436.4,263.95422,264.3017329255861,1577.8239,1579.6,19.99977841,10.00697367,12.00111288,57.99213504
Nn1cc([N+](=O)[O-])cn1,3274.511,3282.8,263.95166,264.4138634046891,1583.4432,1584.1,17.9447176,10.00069527,12.00005434,60.05453278
CN(CNC(=O)OCN(C)[N+](=O)[O-])[N+](=O)[O-],3274.326,3284.7,263.94748,264.1284403669724,1575.6881,1579.2,19.3427892,10.00013905,12.00115058,58.65592118
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-c1cc(-c2n[nH]c(-c3n[nH]c(-c4c([N+](=O)[O-])n[nH]c4[N+](=O)[O-])n3)c2[N+](=O)[O-])n[nH]1,3329.1167,3350.4,263.94553,264.46483180428135,1582.937,1583.5,17.9273112,10.01197288,12.00071935,60.05999657
Nc1c(-c2nnn[nH]2)[n+]([O-])nc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,3345.2979,3365.2,263.94092,264.0366972477064,1579.8209,1580.3,18.26777981,10.00113289,12.00009297,59.73099433
NN/C(N)=C(/c1nnn[nH]1)[N+](=O)[O-],3279.9355,3287.3,263.94012,264.230377166157,1580.8859,1582.3,18.21059631,10.00112196,12.00010356,59.78817817
O=[N+]([O-])c1nnn(Cc2ncon2)n1,3327.2913,3340.9,263.94012,264.16921508664626,1580.8656,1581.4,18.15457858,10.00005395,12.00023871,59.84512876
Nc1c(-c2nnn[nH]2)nnc2c([N+](=O)[O-])c(N[N+](=O)[O-])nn12,3312.695,3334.7,263.93976,263.8328236493374,1578.8947,1579.5,18.05051663,10.00006505,12.00065802,59.9487603
N=C1C([N+](=O)[O-])C=C([N+](=O)[O-])C2=NNC(N)N12,3278.2578,3285.7,263.93732,264.3323139653415,1581.9138,1583.6,17.90279932,10.00086519,12.00020161,60.09613388
N1=NC2=NN=C(/N=N/c3nnc4nnc(Nc5nnn[nH]5)nn34)C2N=C1Nc1nnn[nH]1,3265.2454,3281.2,263.9369,264.2099898063201,1582.0741,1585.1,16.72182505,10.00014713,12.00024872,61.2777791
Cn1nc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2)c1[N+](=O)[O-],3355.1328,3373.5,263.92505,264.29153924566765,1579.8904,1580,18.95143176,10.00040701,12.0000164,59.04814483
NC(=O)c1nc[nH]c1/C(N)=N/[N+](=O)[O-],3240.6072,3265.1,263.92285,263.86340468909276,1580.9266,1581.3,17.73302962,10.00080313,12.00028626,60.26588098
O=[N+]([O-])Nc1nc(Cc2noc(N[N+](=O)[O-])n2)no1,3375.5474,3385.1,263.91974,264.17940876656473,1580.7988,1579,19.24798136,10.00047347,12.00054775,58.75099741
COc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,3395.2834,3443.5,263.9184,264.15902140672785,1576.7252,1578.4,19.96082445,10.00037567,12.00025873,58.03854114
O=[N+]([O-])c1cccc(-c2no[n+]([O-])c2[N+](=O)[O-])c1,3318.3948,3325.8,263.91803,264.26095820591235,1583.3103,1582,18.03326143,10.00009306,12.00017828,59.96646724
[N-]=[N+]=NCc1nc(-c2nonc2-c2noc(CN=[N+]=[N-])n2)no1,3281.1252,3295.1,263.91034,264.1488277268094,1581.364,1581.8,17.57438933,10.00056658,12.00022159,60.42482251
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2nnc(-n3ncc4c([N+](=O)[O-])cc([N+](=O)[O-])cc43)nn2)c([N+](=O)[O-])c1,3310.108,3323.8,263.91003,264.47502548419976,1582.2878,1583.6,17.79206399,10.00005053,12.0000072,60.20787828
[N-]=[N+]=Nc1cc(N=[N+]=[N-])nc(N=[N+]=[N-])n1,3288.091,3302.6,263.90582,264.05708460754335,1581.439,1583.6,16.80558066,10.00110035,12.00010917,61.19320982
Nc1nc(N)n2nc(N[N+](=O)[O-])c([N+](=O)[O-])c2n1,3305.3704,3328,263.90503,263.9755351681957,1579.4889,1579.5,18.43380409,10.00040036,12.00030502,59.56549053
Cn1nc(N)c([N+](=O)[O-])n1,3262.6047,3265.7,263.90445,263.90417940876654,1580.9329,1580.9,18.06054017,10.00055105,12.00038578,59.938523
Nc1nc(-c2n[nH]/c(=N\[N+](=O)[O-])[nH]2)no1,3311.0095,3327.6,263.8971,264.0163098878695,1580.5713,1580,18.3324623,10.00037338,12.00025651,59.6669078
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N2c3nonc3-c3nonc3-c3nonc32)c1[N+](=O)[O-],3341.5447,3360.2,263.89655,264.46483180428135,1583.8365,1583.4,17.96331648,10.00023303,12.00056263,60.03588786
Nc1n/c(=N/[N+](=O)[O-])[nH]c2ncnn12,3278.5042,3296.6,263.8883,263.9551478083588,1580.9489,1581.4,17.70445275,10.00106725,12.0000524,60.2944276
Nc1nnnn1Cc1n[nH]c(N[N+](=O)[O-])n1,3276.6125,3285.7,263.88745,264.0468909276249,1579.9448,1581.9,17.864061,10.00127026,12.0000586,60.13461014
