smiles,c_t,c_t_cea,isp,isp_cea,cstar,cstar_cea,Al,EMs,HTPB,NH4CLO4
O=[N+]([O-])Nc1nc2nnc3nc(N[N+](=O)[O-])nn3n2n1,3355.0972,3375.9,265.28925,265.5045871559633,1588.6241,1589.3,17.8762406,13.36841304,12.00000529,56.75534107
CN(CC(=O)NNCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3314.6453,3318.6,265.28375,265.8715596330275,1588.6501,1591.8,18.52183173,17.84360863,12.00001772,51.63454193
Nn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2N,3306.3289,3321.9,265.26172,265.3109072375127,1586.7584,1588.7,17.82182756,13.75528843,12.00000084,56.42288316
n1nc(Nc2nnnn2-c2nn[nH]n2)n(-c2nn[nH]n2)n1,3309.2688,3338.3,265.23938,265.4230377166157,1587.0259,1590.5,17.34757763,10.001782,12.00015845,60.65048192
O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])nn2[N+](=O)[O-])n([N+](=O)[O-])n1,3401.2722,3403.6,265.23578,265.4128440366972,1586.9794,1587.9,18.29567898,15.16722711,12.00006015,54.53703376
O=N(=O)NC1=NNC(=N1)C1=NON=C1\N=N\C1=NON=C1C1=NC(NN(=O)=O)=NN1,3366.4702,3385.1,265.2304,265.47400611620793,1586.4971,1589,18.14989509,10.00389599,12.00002459,59.84618433
[N-]=[N+]=Nc1c([N+](=O)[O-])ncn1N=Nn1cnc([N+](=O)[O-])c1N=[N+]=[N-],3342.062,3365.2,265.22794,265.6065239551478,1587.9827,1590.7,17.54284683,11.8878599,12.00001103,58.56928224
C/N=c1\n[n+]([O-])nc2c([N+](=O)[O-])c[nH]n12,3325.2786,3325.9,265.21747,265.9021406727829,1594.5106,1593,17.75062708,10.00071339,12.00000164,60.24865788
O=[N+]([O-])Cc1nnc(-c2nonc2N[N+](=O)[O-])o1,3338.6392,3356.8,265.21625,265.06625891946993,1587.6215,1586.2,18.13245857,14.74208631,12.00000161,55.1254535
O=[N+]([O-])C1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,3359.45,3361.5,265.2123,265.93272171253824,1588.8958,1589.7,19.39712461,11.80364916,12.00001289,56.79921334
O=[N+]([O-])C(c1nonc1Oc1nonc1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3413.244,3437.1,265.2081,265.27013251783893,1588.1752,1587.8,18.14030717,20.73971026,12.00051908,49.11946349
O=[N+]([O-])OCC1(CO[N+](=O)[O-])CCC1(CO[N+](=O)[O-])CO[N+](=O)[O-],3390.0632,3391.8,265.19855,265.8002038735984,1584.2875,1588.1,19.91139357,10.00355404,12.00012609,58.0849263
O=[N+]([O-])OCn1nnc(-c2nnn(CO[N+](=O)[O-])n2)n1,3345.7585,3351.2,265.19815,265.44342507645257,1587.319,1589.7,17.77923578,17.17170812,12.00004604,53.04901006
O=[N+]([O-])/N=c1\[nH]nnn1CCO,3316.1885,3333.1,265.19812,265.72884811416924,1587.0751,1589.9,18.76723358,10.00266095,12.00021103,59.22989444
O=C(Nc1nonc1[N+](=O)[O-])N[N+](=O)[O-],3415.0564,3424,265.19543,265.4943934760448,1590.0226,1588.9,18.36550992,19.3686714,12.00010625,50.26571243
Nc1nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[nH]c(=O)c1[N+](=O)[O-],3375.9963,3353,265.19135,263.09887869520895,1581.8083,1575.6,17.84866299,21.68342172,12.00012379,48.4677915
O=[N+]([O-])N(CCN(c1nonc1-c1nnn[nH]1)[N+](=O)[O-])c1nonc1-c1nnn[nH]1,3318.4177,3338.4,265.18616,265.4943934760448,1589.7157,1589.9,17.72616189,11.93517535,12.00006391,58.33859885
N/C(=N\N=C\C=N\N=C(/N)C([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])[N+](=O)[O-],3291.6023,3307.3,265.1837,265.25993883792046,1587.4745,1588.6,17.96416672,15.80757172,12.00000613,54.22825544
O=[N+]([O-])OC1COC1,3355.1814,3354.7,265.18353,266.0958205912334,1586.8104,1590.1,19.75320316,10.04469716,12.00231228,58.1997874
Nc1c([N+](=O)[O-])nn(CN(Cn2nc([N+](=O)[O-])c(N)c2[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],3318.4204,3334.8,265.1777,265.43323139653415,1588.9583,1588.7,18.15320822,14.92248885,12.00000514,54.92429779
O=[N+]([O-])C(c1nc(/N=N/c2noc(C([N+](=O)[O-])[N+](=O)[O-])n2)no1)[N+](=O)[O-],3407.5486,3410,265.1708,264.85219164118246,1589.1718,1585.2,18.04825582,18.676985,12.00000571,51.27475346
O=[N+]([O-])Nc1nonc1C1=NOC(c2nonc2N[N+](=O)[O-])=NO1,3386.4414,3396.4,265.16284,265.4230377166157,1587.7717,1588.5,18.01605751,15.88478674,12.00003176,54.099124
[N-]=[N+]=NCc1nc(-c2nonc2[N+](=O)[O-])no1,3337.9797,3365.3,265.1612,265.5861365953109,1587.4823,1590.2,17.73932142,11.9135846,12.00002839,58.34706558
N=C(NN)c1nonc1N(CCN(c1nonc1C(=N)NN)[N+](=O)[O-])[N+](=O)[O-],3319.1716,3321.9,265.15814,265.65749235474004,1590.4213,1590.6,18.23402431,10.01290915,12.00499776,59.74806878
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3446.5295,3461.6,265.14737,265.54536187563707,1584.2516,1586.9,19.99638412,12.05355762,12.00001109,55.95004716
O=[N+]([O-])c1noc(Nc2nnc3nnc([N+](=O)[O-])n3n2)n1,3361.0303,3372.5,265.1457,265.03567787971457,1587.3778,1586.8,17.62189516,14.33606927,12.00004718,56.04198839
[N-]=[N+]=Nc1nc(N=Nc2nnc(N=Nc3nc(N=[N+]=[N-])nc(N=[N+]=[N-])n3)nn2)nc(N=[N+]=[N-])n1,3336.553,3356,265.13977,265.54536187563707,1588.6915,1591.7,16.97280685,10.01789733,12.00033,61.00896582
O=[N+]([O-])OCn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2CO[N+](=O)[O-],3358.434,3368.4,265.1367,265.0152905198777,1585.3358,1586.7,17.89776235,20.50223464,12.00013994,49.59986308
[N-]=[N+]=NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3344.3315,3364.1,265.135,265.35168195718654,1585.9193,1588.1,18.33748045,18.94031455,12.00007967,50.72212533
O=[N+]([O-])C(=C1NCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN1)[N+](=O)[O-],3414.1125,3427.9,265.1343,265.73904179408765,1586.6768,1588.2,19.72592574,10.0288139,12.00003407,58.24522629
O=[N+]([O-])OCCN(c1nc(N(CCO[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-],3357.0193,3364.6,265.1321,265.4943934760448,1589.2911,1588.5,18.52635412,19.2073065,12.00001407,50.26632531
[N-]=[N+]=Nc1nnc2nnc(/N=N\c3nnc4nnc(N=[N+]=[N-])nn34)n2n1,3338.4587,3361.6,265.131,265.7492354740061,1590.7275,1592.8,16.99938359,10.00057793,12.00124974,60.99878874
O=[N+]([O-])Nc1nc([N+](=O)[O-])nn1CCn1nc([N+](=O)[O-])nc1N[N+](=O)[O-],3307.1692,3336.5,265.13086,265.2905198776758,1585.7203,1588.1,17.99095687,15.97687445,12.00001238,54.0321563
N/N=C(\N)c1nonc1N(CCN(c1nonc1/C(N)=N/N)[N+](=O)[O-])[N+](=O)[O-],3318.681,3322.4,265.12976,265.65749235474004,1591.1134,1590.7,18.19714761,10.01663708,12.00020513,59.78601017
O=[N+]([O-])c1nc2c3nc([N+](=O)[O-])nn3nnn2n1,3363.2246,3387.1,265.12476,265.1172273190622,1586.2897,1587.4,17.52748407,14.62569754,12.00001327,55.84680512
O=[N+]([O-])C(=C1NCN([N+](=O)[O-])CN1)[N+](=O)[O-],3356.7073,3373.3,265.12274,265.63710499490315,1587.049,1588.2,19.21805618,12.01657317,12.00005795,56.7653127
O=[N+]([O-])OCCn1nnnc1/N=N/c1nnnn1CCO[N+](=O)[O-],3351.6333,3370.9,265.12204,265.84097859327215,1586.3693,1590.5,18.67582028,10.00874305,12.00005002,59.31538665
Cn1nnc(N=[N+]=[N-])n1,3276.4875,3280.4,265.1157,265.09683995922524,1591.5272,1589.5,17.23580056,10.00009733,12.00016636,60.76393575
O=[N+]([O-])c1cn([N+](=O)[O-])nc1-c1nn([N+](=O)[O-])cc1[N+](=O)[O-],3398.7898,3400.5,265.11053,265.16819571865443,1586.8677,1586.3,18.33859197,14.98352574,12.00168001,54.67620227
CN(c1c([N+](=O)[O-])nn(C)c1[N+](=O)[O-])[N+](=O)[O-],3331.8953,3343,265.10852,265.62691131498474,1588.8898,1589.2,18.61759466,12.55132588,12.00000478,56.83107469
O=[N+]([O-])c1nn(CCn2nc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],3380.6877,3396.7,265.09854,265.13761467889907,1585.247,1586,18.47352959,16.30831252,12.00013131,53.21802658
Cc1c(-c2nc(N[N+](=O)[O-])n[nH]2)no[n+]1[O-],3334.2473,3346.8,265.09796,265.47400611620793,1589.9128,1589.3,18.20018366,10.01114369,12.00067002,59.78800263
Nc1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],3366.8774,3385,265.09506,265.25993883792046,1588.7903,1587.5,18.0901005,12.23882665,12.00000648,57.67106637
O=[N+]([O-])c1nc[nH]n1,3323.6167,3348.1,265.09442,265.2905198776758,1584.7068,1587.8,18.2206213,11.99489283,12.00015595,57.78432992
O=[N+]([O-])c1cnn([N+](=O)[O-])c1-c1nc(-c2noc(-c3c([N+](=O)[O-])cnn3[N+](=O)[O-])n2)no1,3383.2856,3400.4,265.08826,265.43323139653415,1587.7814,1588.5,18.09945839,12.0884036,12.00003284,57.81210517
NNc1cc(NN)[n+]([O-])c(NN)[n+]1[O-],3234.3508,3240,265.08795,265.5759429153925,1590.4097,1592,17.85642162,10.00078856,12.00001718,60.14277264
O=[N+]([O-])c1n[nH]c(-c2noc(-c3[nH]nc([N+](=O)[O-])c3[N+](=O)[O-])n2)c1[N+](=O)[O-],3376.8232,3393.7,265.08667,265.1172273190622,1584.7208,1586.2,18.1928055,13.36224559,12.00005916,56.44488975
O=[N+]([O-])OCCn1nnc(/N=N/c2nnn(CCO[N+](=O)[O-])n2)n1,3352.3218,3369.6,265.08322,265.76962283384296,1586.2133,1590.1,18.67603641,10.00595973,12.00010383,59.31790003
Nn1nc(-n2ncc([N+](=O)[O-])n2)c([N+](=O)[O-])n1,3323.5457,3341.9,265.08136,265.2803261977574,1584.9904,1588.3,17.77996884,13.86483256,12.00006778,56.35513083
Nc1nonc1-c1c(-c2nonc2[N+](=O)[O-])no[n+]1[O-],3367.1453,3387.2,265.08136,265.3822629969419,1588.8645,1588.2,18.0918424,12.23315779,12.00001005,57.67498976
CN(C)/C=N/c1no[n+]([O-])c1-c1c([N+](=O)[O-])no[n+]1[O-],3323.0144,3331.9,265.0762,265.6167176350662,1588.9469,1590.3,18.1482365,10.72651996,12.00007126,59.12517228
Nc1no[n+]([O-])c1-c1no[n+]([O-])c1-c1c(N)no[n+]1[O-],3345.1804,3354.4,265.05984,265.2905198776758,1589.7311,1587.8,18.11377634,12.47487467,12.00000576,57.41134323
O=[N+]([O-])c1ccc(-c2n[nH]c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,3314.6062,3330.9,265.04886,265.33129459734965,1589.6722,1589.3,17.64728566,10.00307209,12.00106347,60.34857878
O=[N+]([O-])Cn1cc([N+](=O)[O-])c([N+](=O)[O-])n1,3325.994,3345.8,265.04816,265.0050968399592,1585.4646,1586.6,17.9073836,18.80444728,12.0000077,51.28816142
CN(c1c([N+](=O)[O-])c([N+](=O)[O-])nn1C)[N+](=O)[O-],3326.6453,3339.5,265.04282,265.54536187563707,1588.3737,1588.7,18.5974665,12.6702839,12.00010541,56.73214419
Nn1nc([N+](=O)[O-])cc1[N+](=O)[O-],3325.6843,3338.3,265.03763,265.1478083588175,1586.4083,1586.8,18.22622253,15.32142325,12.0000241,54.45233011
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])n1,3324.6233,3334.1,265.03693,265.1478083588175,1587.2657,1587.3,18.03920114,15.70859869,12.00000595,54.25219422
O=c1[nH]c(-c2nonc2NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])no1,3361.454,3377.4,265.03217,265.16819571865443,1584.4519,1586.5,18.37546376,16.62935047,12.00002504,52.99516073
Nc1nnc(-c2n[nH]nc2[N+](=O)[O-])n1N,3293.3647,3317.2,265.0277,265.43323139653415,1585.7743,1590.1,17.78032935,10.00168863,12.00029342,60.21768861
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3461.308,3485.4,265.0167,265.3211009174312,1582.4674,1585.9,19.99799244,11.85739219,12.0000209,56.14459447
O=[N+]([O-])OCc1nnc(CO[N+](=O)[O-])n1/N=N/n1c(CO[N+](=O)[O-])nnc1CO[N+](=O)[O-],3398.545,3417.4,265.0166,265.5249745158002,1585.9231,1587.5,19.25565691,10.93798642,12.00006814,57.80628853
CN(c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-])[N+](=O)[O-],3336.2834,3346.3,265.01617,265.2803261977574,1587.8705,1587.8,18.20235501,16.8493757,12.00016631,52.94810298
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-c1n[nH]c(-c2n[nH]c([N+](=O)[O-])c2[N+](=O)[O-])n1,3342.1404,3369.3,265.00787,264.97451580020385,1582.8282,1585.9,17.99538282,12.79727978,12.0000843,57.2072531
Nc1nonc1/[N+]([O-])=N/n1cnc([N+](=O)[O-])n1,3347.7456,3346.4,265.00696,265.3822629969419,1587.7899,1588.8,17.83331328,13.66442591,12.00001857,56.50224225
Cn1nc(N[N+](=O)[O-])c([N+](=O)[O-])n1,3343.3987,3344.4,265.00647,265.4026503567788,1587.9183,1588.2,18.44381013,13.6326349,12.00000827,55.9235467
N=C(N)Nc1[n+]([O-])nc([N+](=O)[O-])n[n+]1[O-],3389.0242,3395.6,265.00638,265.55555555555554,1585.5562,1588.2,18.94702124,10.62177582,12.00056046,58.43064247
O=C(NCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3467.9756,3481,265.00375,265.6167176350662,1584.6637,1588,19.83230801,16.14379576,12.00000214,52.02389409
O=C(c1nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n[nH]1)c1nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n[nH]1,3402.4314,3434.2,265.0025,264.7808358817533,1582.1813,1584.4,18.29672338,19.3372727,12.00002834,50.36597558
O=[N+]([O-])c1cn(CN(Cn2cc([N+](=O)[O-])c([N+](=O)[O-])n2)[N+](=O)[O-])nc1[N+](=O)[O-],3337.2747,3356.3,264.99402,265.23955147808357,1586.3695,1586.9,18.35732374,14.38802776,12.00492451,55.249724
Cn1nnnc1N=[N+]=[N-],3272.948,3286.8,264.99396,265.44342507645257,1589.0736,1591.5,17.23489115,10.0001829,12.00002779,60.76489816
Cc1nc(-c2nonc2N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])no1,3395.7312,3421.7,264.98245,266.13659531090724,1589.145,1591.5,18.94502146,12.62550814,12.00004175,56.42942865
O=[N+]([O-])OCN1c2nonc2N(CO[N+](=O)[O-])c2nonc21,3409.853,3423.9,264.98215,265.35168195718654,1586.7197,1586.5,19.15881695,10.39000048,12.00000016,58.45118241
O=[N+]([O-])Nc1nonc1-c1noc2nc([N+](=O)[O-])cn12,3357.9607,3381.2,264.9802,265.33129459734965,1589.5931,1588,18.0130232,12.63920088,12.00012041,57.34765551
O=[N+]([O-])c1nonc1Nc1nnc2nncn2n1,3354.402,3374.8,264.97742,265.5045871559633,1588.6338,1589.7,17.85758119,10.00169538,12.00000193,60.14072151
O=[N+]([O-])C(c1n[nH]c(/N=N/c2nc(C([N+](=O)[O-])[N+](=O)[O-])n[nH]2)n1)[N+](=O)[O-],3340.8442,3368.9,264.97433,265.16819571865443,1584.716,1586.9,18.10419971,15.27431128,12.00007235,54.62141666
O=[N+]([O-])C(c1nc(-c2noc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2)no1)([N+](=O)[O-])[N+](=O)[O-],3501.6843,3512.8,264.97092,264.55657492354743,1585.5591,1583.3,18.53563841,22.44499913,12.00004781,47.01931465
Nc1nonc1-c1noc2nc([N+](=O)[O-])cn12,3315.5525,3353.7,264.96817,265.2905198776758,1587.5146,1588.7,17.82538666,10.00004408,12.00018897,60.17438029
O=[N+]([O-])c1no[n+]([O-])c1-c1nnc(/N=N/c2nnc(-c3c([N+](=O)[O-])no[n+]3[O-])o2)o1,3410.9204,3415.7,264.96634,265.1885830784913,1587.5514,1587.4,17.79546981,15.61184505,12.00009798,54.59258716
[N-]=[N+]=Nc1no[n+]([O-])c1-c1n[nH]c(/N=N/c2nc(-c3c(N=[N+]=[N-])no[n+]3[O-])n[nH]2)n1,3360.143,3372.4,264.9648,265.27013251783893,1589.3016,1588.6,17.68601149,10.00704266,12.00015112,60.30679472
Nn1cc([N+](=O)[O-])c([N+](=O)[O-])n1,3355.7551,3378.4,264.9612,265.7084607543323,1585.5911,1589.4,18.67122041,12.96413969,12.00003711,56.36460279
[N-]=[N+]=NC1N2N=NNC2=C([N+](=O)[O-])c2nnnn21,3350.9602,3372.6,264.95947,265.44342507645257,1587.1448,1589.4,17.83423017,10.0700151,12.00001152,60.0957432
CN(CC(=O)N[N+](=O)[O-])[N+](=O)[O-],3365.1526,3384.9,264.9577,265.44342507645257,1583.2914,1585.7,19.98635308,10.00764632,12.00040053,58.00560007
O=[N+]([O-])Nc1nonc1Cc1nnc2nnc(N[N+](=O)[O-])n2n1,3346.2944,3367.5,264.9532,265.35168195718654,1587.3696,1588.4,18.097831,10.9438668,12.00002263,58.95827957
O=[N+]([O-])c1nn(Cc2noc(/N=N/c3nc(Cn4nc([N+](=O)[O-])c([N+](=O)[O-])c4[N+](=O)[O-])no3)n2)c([N+](=O)[O-])c1[N+](=O)[O-],3364.2664,3382.9,264.94806,265.44342507645257,1588.1205,1588.6,17.96026761,14.84530293,12.0000262,55.19440327
O=[N+]([O-])c1cc(-c2no[n+]([O-])c2[N+](=O)[O-])ccc1-c1no[n+]([O-])c1[N+](=O)[O-],3403.6575,3410.5,264.94354,265.3007135575943,1587.7616,1587.1,18.57217275,10.008208,12.00014372,59.41947553
CN(Cn1cc([N+](=O)[O-])c([N+](=O)[O-])n1)[N+](=O)[O-],3362.092,3382.5,264.94263,265.5861365953109,1587.049,1588.3,19.03907974,10.00280173,12.00021527,58.95790326
O=[N+]([O-])/N=c1\[nH]nc2c3n[nH]/c(=N\[N+](=O)[O-])n3c3nonc3n12,3367.1523,3386,264.94156,265.4128440366972,1586.9065,1588.8,17.95463582,11.25603625,12.00001389,58.78931404
Cn1nc(N=[N+]=[N-])c([N+](=O)[O-])n1,3327.8342,3342.6,264.93854,265.3924566768603,1587.238,1589,17.9915805,10.4954922,12.00010548,59.51282182
O=[N+]([O-])c1nonc1-c1nnn[nH]1,3386.8108,3416.4,264.93097,265.35168195718654,1586.7716,1587.7,18.44052589,10.31131472,12.00000511,59.24815428
Nc1nc(N[N+](=O)[O-])nc2nc(N[N+](=O)[O-])nn12,3341.3994,3366.2,264.92828,265.22935779816515,1584.9698,1587.1,18.38391275,11.20805879,12.00001823,58.40801024
CN(c1nn2nnnc2c(N)c1[N+](=O)[O-])[N+](=O)[O-],3329.8374,3346.2,264.92752,264.9235474006116,1588.965,1585.5,18.34996541,10.00961931,12.00005919,59.64035609
[N-]=[N+]=NCCn1nnnc1/N=N/c1nnnn1CCN=[N+]=[N-],3238.969,3257.3,264.9271,265.07645259938835,1585.7076,1590.8,16.82752489,10.00076814,12.00002959,61.17167738
Nc1nc([N+](=O)[O-])n[nH]1,3331.9778,3357.9,264.92596,265.1478083588175,1583.6633,1586.3,18.69505131,10.00833365,12.00005135,59.29656369
O=[N+]([O-])Nc1nc(-c2nnnn2O)n[nH]1,3369.4744,3392.4,264.92377,265.3924566768603,1585.3716,1587.7,18.62817132,10.00536188,12.000088,59.36637879
O=[N+]([O-])c1nc2onc(-c3nonc3[N+](=O)[O-])n2n1,3400.1267,3410.4,264.92334,264.93374108053007,1586.361,1585.4,17.9618395,14.68486156,12.00004159,55.35325735
O=[N+]([O-])OC[C@@]1(O[N+](=O)[O-])CO[C@@](CO[N+](=O)[O-])(O[N+](=O)[O-])CO1,3452.6033,3478.2,264.9224,265.37206931702343,1582.7733,1586.5,19.99731922,10.21631084,12.00096059,57.78540935
Cn1nc([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-],3333.906,3350.7,264.9198,265.35168195718654,1586.4291,1588.3,18.03283447,12.81924395,12.00002171,57.14789987
O=[N+]([O-])/N=c1\[nH]nc(-c2noc(N[N+](=O)[O-])n2)[nH]1,3396.354,3410.1,264.91824,265.3007135575943,1586.0281,1587,18.7626231,10.69648076,12.00000129,58.54089485
CN(Cn1cnc([N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],3363.3496,3377.6,264.91553,265.3211009174312,1586.8116,1586.7,19.03658557,10.00050893,12.00011708,58.96278842
O=[N+]([O-])c1cc([N+](=O)[O-])n(CN(Cn2nc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])n1,3343.576,3355.8,264.913,265.1885830784913,1586.6838,1586.6,18.36162341,14.38560508,12.00001176,55.25275976
O=[N+]([O-])c1nn(Cc2nnn[nH]2)c([N+](=O)[O-])c1[N+](=O)[O-],3340.2434,3356.5,264.9101,264.87257900101935,1583.8188,1585.1,18.05774424,14.70109876,12.0000162,55.24114079
Nc1nc([N+](=O)[O-])nn1Cc1nnn[nH]1,3286.8555,3315.1,264.90887,265.34148827726807,1585.4951,1589.6,17.77025523,10.02605927,12.00004633,60.20363917
c1nnc(Nc2nonc2/N=N\c2nonc2Nc2nncnn2)nn1,3304.552,3316.4,264.90277,265.15800203873596,1589.4631,1589.6,17.08840594,10.00075841,12.00022632,60.91060933
N#Cc1nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc1C#N,3411.474,3432.8,264.89783,265.1885830784913,1586.5096,1586.1,18.50322513,12.54424668,12.00004907,56.95247913
Nc1c(N[N+](=O)[O-])nn2nnnc2c1[N+](=O)[O-],3361.9973,3378,264.8954,265.2803261977574,1586.0375,1587.5,18.32064039,11.26163593,12.00001827,58.41770541
Nc1nnc2nnc(Nc3nonc3[N+](=O)[O-])nn12,3334.0955,3358.6,264.89185,265.3007135575943,1586.207,1588.6,17.85882243,10.23181916,12.00006366,59.90929474
O=[N+]([O-])c1ccc(-c2c([N+](=O)[O-])no[n+]2[O-])cc1-c1c([N+](=O)[O-])no[n+]1[O-],3403.7231,3410,264.8908,265.27013251783893,1586.753,1586.9,18.5714175,10.00348167,12.00010827,59.42499256
Nc1c([N+](=O)[O-])nn(C[N+](=O)[O-])c1[N+](=O)[O-],3401.116,3422.4,264.89014,265.2191641182467,1583.5709,1585.6,19.38915878,10.00636795,12.00084942,58.60362385
O=[N+]([O-])OCCN(c1cc(CO[N+](=O)[O-])on1)[N+](=O)[O-],3407.4905,3412,264.88977,265.4128440366972,1585.6227,1585.9,19.7763239,10.0027582,12.00005251,58.22086539
Nc1nc(Cn2nc([N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])no1,3348.6038,3363.5,264.88556,265.36187563710496,1585.7592,1587.8,18.25604194,13.70261274,12.0000052,56.04134011
[N-]=[N+]=NCn1nc([N+](=O)[O-])c2c1c([N+](=O)[O-])nn2CN=[N+]=[N-],3344.9246,3364.4,264.88388,265.4230377166157,1586.4142,1589,18.03744099,10.00027685,12.00049234,59.96178982
Nc1c([N+](=O)[O-])nnn1N,3321.1306,3348.8,264.87567,265.4230377166157,1582.402,1588,18.72386434,10.00161278,12.0004001,59.27412278
O=[N+]([O-])Nc1nc(/N=N/c2noc(N[N+](=O)[O-])n2)no1,3420.9507,3409.3,264.8755,265.2191641182467,1588.3588,1586.6,18.45783881,14.36002409,12.0000114,55.18212569
O=[N+]([O-])Nc1nc(/N=N\c2noc(N[N+](=O)[O-])n2)no1,3420.9536,3409.3,264.8755,265.2191641182467,1588.3593,1586.6,18.45782067,14.3594693,12.00002419,55.18268585
O=[N+]([O-])c1cn(-c2cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2)nc1[N+](=O)[O-],3378.8,3402.6,264.87357,265.33129459734965,1586.0474,1587.1,18.52901743,11.87273162,12.00000615,57.59824481
CN(Cn1nc([N+](=O)[O-])c(N)c1[N+](=O)[O-])[N+](=O)[O-],3359.2053,3369.1,264.87268,265.34148827726807,1586.0254,1587,19.02623154,10.00021139,12.00033266,58.97322442
Nc1nonc1-n1nc([N+](=O)[O-])cc1[N+](=O)[O-],3373.0437,3394.8,264.872,265.35168195718654,1585.243,1587.7,18.527615,10.15467568,12.00016006,59.31754926
Nc1nn(N)nc1[N+](=O)[O-],3320.5837,3346.5,264.8697,265.2905198776758,1582.4276,1587.3,18.70268949,10.00143088,12.00025926,59.29562037
O=[N+]([O-])/N=c1\[nH]nnn1CCn1nc([N+](=O)[O-])nc1N[N+](=O)[O-],3358.7727,3387.6,264.8617,265.3924566768603,1585.3293,1587.4,18.82426581,10.45198576,12.00002033,58.72372811
Nc1c([N+](=O)[O-])nn(N)c1[N+](=O)[O-],3371.7908,3394.9,264.86133,265.4128440366972,1584.2896,1587.1,19.12683031,10.07466988,12.00016774,58.79833207
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],3343.6929,3362.1,264.85834,265.1478083588175,1585.2462,1586.6,18.26566661,17.32776134,12.00000051,52.40657153
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])nn2nnnc12,3367.9636,3384,264.85718,265.2191641182467,1585.0541,1587,18.42562994,10.75963743,12.00000938,58.81472326
Nn1ncc(-c2c([N+](=O)[O-])nn(N)c2[N+](=O)[O-])c1[N+](=O)[O-],3334.7847,3353.3,264.85278,265.1885830784913,1585.7408,1587.1,18.26261838,11.73760311,12.00000781,57.9997707
Nc1n[n+]([O-])c2nonc2c1[N+](=O)[O-],3354.9417,3374.7,264.84924,265.03567787971457,1586.4547,1586.2,18.19594246,11.8033401,12.00000869,58.00070874
CN(Cn1nc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],3366.4722,3379.8,264.84677,265.44342507645257,1587.015,1587.4,19.05201405,10.00019788,12.00003112,58.94775695
O=c1n[n+]([O-])nc2c([N+](=O)[O-])c[nH]n12,3381.007,3396.9,264.846,265.36187563710496,1587.5106,1587.8,18.42923732,10.59000914,12.00000026,58.98075328
O=[N+]([O-])c1nc(-c2nc[nH]n2)n(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,3406.0286,3427.3,264.84583,265.045871559633,1583.6338,1585.2,18.72472097,14.19585706,12.00000994,55.07941203
Cn1nc([N+](=O)[O-])c(-n2ncc([N+](=O)[O-])n2)c1[N+](=O)[O-],3353.798,3377.5,264.84515,265.63710499490315,1582.0181,1589.6,18.31958031,11.33174663,12.00000261,58.34867045
